"alder";"kjønn";"år";"statistikkvariabel";"Folkemengde, etter alder, kjønn, år og statistikkvariabel"
"012 12 år";"0 Begge kjønn";"1988";"Personer";56917
"012 12 år";"0 Begge kjønn";"1989";"Personer";54144
"012 12 år";"0 Begge kjønn";"1990";"Personer";51745
"012 12 år";"0 Begge kjønn";"1991";"Personer";52645
"012 12 år";"0 Begge kjønn";"1992";"Personer";52540
"012 12 år";"0 Begge kjønn";"1993";"Personer";52301
"012 12 år";"0 Begge kjønn";"1994";"Personer";52305
"012 12 år";"0 Begge kjønn";"1995";"Personer";52644
"012 12 år";"0 Begge kjønn";"1996";"Personer";51514
"012 12 år";"0 Begge kjønn";"1997";"Personer";51978
"012 12 år";"0 Begge kjønn";"1998";"Personer";52728
"012 12 år";"0 Begge kjønn";"1999";"Personer";54215
"012 12 år";"0 Begge kjønn";"2000";"Personer";55850
"012 12 år";"0 Begge kjønn";"2001";"Personer";59188
"012 12 år";"0 Begge kjønn";"2002";"Personer";61048
"012 12 år";"0 Begge kjønn";"2003";"Personer";63066
"012 12 år";"0 Begge kjønn";"2004";"Personer";63213
"012 12 år";"0 Begge kjønn";"2005";"Personer";62652
"012 12 år";"0 Begge kjønn";"2006";"Personer";61952
"012 12 år";"0 Begge kjønn";"2007";"Personer";62512
"012 12 år";"0 Begge kjønn";"2008";"Personer";63142
"012 12 år";"0 Begge kjønn";"2009";"Personer";64125
"012 12 år";"0 Begge kjønn";"2010";"Personer";63221
"012 12 år";"0 Begge kjønn";"2011";"Personer";61903
"012 12 år";"0 Begge kjønn";"2012";"Personer";62843
"012 12 år";"0 Begge kjønn";"2013";"Personer";62980
"012 12 år";"0 Begge kjønn";"2014";"Personer";60751
"012 12 år";"0 Begge kjønn";"2015";"Personer";59954
"012 12 år";"0 Begge kjønn";"2016";"Personer";61560
"012 12 år";"0 Begge kjønn";"2017";"Personer";62495
"012 12 år";"0 Begge kjønn";"2018";"Personer";62557
"012 12 år";"1 Menn";"1846";"Personer";13702
"012 12 år";"1 Menn";"1847";"Personer";14281
"012 12 år";"1 Menn";"1848";"Personer";14929
"012 12 år";"1 Menn";"1849";"Personer";13680
"012 12 år";"1 Menn";"1850";"Personer";13574
"012 12 år";"1 Menn";"1851";"Personer";13273
"012 12 år";"1 Menn";"1852";"Personer";12811
"012 12 år";"1 Menn";"1853";"Personer";13350
"012 12 år";"1 Menn";"1854";"Personer";14693
"012 12 år";"1 Menn";"1855";"Personer";15184
"012 12 år";"1 Menn";"1856";"Personer";15075
"012 12 år";"1 Menn";"1857";"Personer";15171
"012 12 år";"1 Menn";"1858";"Personer";15895
"012 12 år";"1 Menn";"1859";"Personer";16330
"012 12 år";"1 Menn";"1860";"Personer";16494
"012 12 år";"1 Menn";"1861";"Personer";16019
"012 12 år";"1 Menn";"1862";"Personer";17622
"012 12 år";"1 Menn";"1863";"Personer";16991
"012 12 år";"1 Menn";"1864";"Personer";17734
"012 12 år";"1 Menn";"1865";"Personer";17238
"012 12 år";"1 Menn";"1866";"Personer";18040
"012 12 år";"1 Menn";"1867";"Personer";19342
"012 12 år";"1 Menn";"1868";"Personer";18861
"012 12 år";"1 Menn";"1869";"Personer";18614
"012 12 år";"1 Menn";"1870";"Personer";19065
"012 12 år";"1 Menn";"1871";"Personer";19410
"012 12 år";"1 Menn";"1872";"Personer";20651
"012 12 år";"1 Menn";"1873";"Personer";19854
"012 12 år";"1 Menn";"1874";"Personer";18393
"012 12 år";"1 Menn";"1875";"Personer";19797
"012 12 år";"1 Menn";"1876";"Personer";20859
"012 12 år";"1 Menn";"1877";"Personer";20532
"012 12 år";"1 Menn";"1878";"Personer";20342
"012 12 år";"1 Menn";"1879";"Personer";20108
"012 12 år";"1 Menn";"1880";"Personer";19214
"012 12 år";"1 Menn";"1881";"Personer";19194
"012 12 år";"1 Menn";"1882";"Personer";19003
"012 12 år";"1 Menn";"1883";"Personer";19092
"012 12 år";"1 Menn";"1884";"Personer";19395
"012 12 år";"1 Menn";"1885";"Personer";19647
"012 12 år";"1 Menn";"1886";"Personer";19504
"012 12 år";"1 Menn";"1887";"Personer";20537
"012 12 år";"1 Menn";"1888";"Personer";21211
"012 12 år";"1 Menn";"1889";"Personer";21402
"012 12 år";"1 Menn";"1890";"Personer";22183
"012 12 år";"1 Menn";"1891";"Personer";21948
"012 12 år";"1 Menn";"1892";"Personer";22654
"012 12 år";"1 Menn";"1893";"Personer";21811
"012 12 år";"1 Menn";"1894";"Personer";21581
"012 12 år";"1 Menn";"1895";"Personer";22356
"012 12 år";"1 Menn";"1896";"Personer";23136
"012 12 år";"1 Menn";"1897";"Personer";23693
"012 12 år";"1 Menn";"1898";"Personer";24112
"012 12 år";"1 Menn";"1899";"Personer";24169
"012 12 år";"1 Menn";"1900";"Personer";25155
"012 12 år";"1 Menn";"1901";"Personer";24507
"012 12 år";"1 Menn";"1902";"Personer";24304
"012 12 år";"1 Menn";"1903";"Personer";24939
"012 12 år";"1 Menn";"1904";"Personer";25477
"012 12 år";"1 Menn";"1905";"Personer";25129
"012 12 år";"1 Menn";"1906";"Personer";25840
"012 12 år";"1 Menn";"1907";"Personer";25355
"012 12 år";"1 Menn";"1908";"Personer";26616
"012 12 år";"1 Menn";"1909";"Personer";26558
"012 12 år";"1 Menn";"1910";"Personer";26962
"012 12 år";"1 Menn";"1911";"Personer";27445
"012 12 år";"1 Menn";"1912";"Personer";27637
"012 12 år";"1 Menn";"1913";"Personer";27592
"012 12 år";"1 Menn";"1914";"Personer";28189
"012 12 år";"1 Menn";"1915";"Personer";28326
"012 12 år";"1 Menn";"1916";"Personer";28020
"012 12 år";"1 Menn";"1917";"Personer";27841
"012 12 år";"1 Menn";"1918";"Personer";27426
"012 12 år";"1 Menn";"1919";"Personer";27870
"012 12 år";"1 Menn";"1920";"Personer";27651
"012 12 år";"1 Menn";"1921";"Personer";28173
"012 12 år";"1 Menn";"1922";"Personer";28689
"012 12 år";"1 Menn";"1923";"Personer";27804
"012 12 år";"1 Menn";"1924";"Personer";28016
"012 12 år";"1 Menn";"1925";"Personer";28376
"012 12 år";"1 Menn";"1926";"Personer";28329
"012 12 år";"1 Menn";"1927";"Personer";28967
"012 12 år";"1 Menn";"1928";"Personer";26802
"012 12 år";"1 Menn";"1929";"Personer";28171
"012 12 år";"1 Menn";"1930";"Personer";29213
"012 12 år";"1 Menn";"1931";"Personer";29017
"012 12 år";"1 Menn";"1932";"Personer";27669
"012 12 år";"1 Menn";"1933";"Personer";32006
"012 12 år";"1 Menn";"1934";"Personer";29677
"012 12 år";"1 Menn";"1935";"Personer";28993
"012 12 år";"1 Menn";"1936";"Personer";28800
"012 12 år";"1 Menn";"1937";"Personer";27581
"012 12 år";"1 Menn";"1938";"Personer";25584
"012 12 år";"1 Menn";"1939";"Personer";25923
"012 12 år";"1 Menn";"1940";"Personer";23982
"012 12 år";"1 Menn";"1941";"Personer";23580
"012 12 år";"1 Menn";"1942";"Personer";23127
"012 12 år";"1 Menn";"1943";"Personer";22884
"012 12 år";"1 Menn";"1944";"Personer";21841
"012 12 år";"1 Menn";"1945";"Personer";21669
"012 12 år";"1 Menn";"1946";"Personer";20229
"012 12 år";"1 Menn";"1947";"Personer";20193
"012 12 år";"1 Menn";"1948";"Personer";19825
"012 12 år";"1 Menn";"1949";"Personer";20351
"012 12 år";"1 Menn";"1950";"Personer";21135
"012 12 år";"1 Menn";"1951";"Personer";21812
"012 12 år";"1 Menn";"1952";"Personer";22237
"012 12 år";"1 Menn";"1953";"Personer";23259
"012 12 år";"1 Menn";"1954";"Personer";21948
"012 12 år";"1 Menn";"1955";"Personer";25176
"012 12 år";"1 Menn";"1956";"Personer";27227
"012 12 år";"1 Menn";"1957";"Personer";30533
"012 12 år";"1 Menn";"1958";"Personer";31787
"012 12 år";"1 Menn";"1959";"Personer";34794
"012 12 år";"1 Menn";"1960";"Personer";33128
"012 12 år";"1 Menn";"1961";"Personer";32510
"012 12 år";"1 Menn";"1962";"Personer";31042
"012 12 år";"1 Menn";"1963";"Personer";31014
"012 12 år";"1 Menn";"1964";"Personer";30100
"012 12 år";"1 Menn";"1965";"Personer";31209
"012 12 år";"1 Menn";"1966";"Personer";31224
"012 12 år";"1 Menn";"1967";"Personer";30977
"012 12 år";"1 Menn";"1968";"Personer";31666
"012 12 år";"1 Menn";"1969";"Personer";31837
"012 12 år";"1 Menn";"1970";"Personer";31392
"012 12 år";"1 Menn";"1971";"Personer";31472
"012 12 år";"1 Menn";"1972";"Personer";31640
"012 12 år";"1 Menn";"1973";"Personer";30964
"012 12 år";"1 Menn";"1974";"Personer";31473
"012 12 år";"1 Menn";"1975";"Personer";31291
"012 12 år";"1 Menn";"1976";"Personer";31843
"012 12 år";"1 Menn";"1977";"Personer";33480
"012 12 år";"1 Menn";"1978";"Personer";33744
"012 12 år";"1 Menn";"1979";"Personer";34179
"012 12 år";"1 Menn";"1980";"Personer";33873
"012 12 år";"1 Menn";"1981";"Personer";34594
"012 12 år";"1 Menn";"1982";"Personer";34772
"012 12 år";"1 Menn";"1983";"Personer";33353
"012 12 år";"1 Menn";"1984";"Personer";33594
"012 12 år";"1 Menn";"1985";"Personer";33084
"012 12 år";"1 Menn";"1986";"Personer";31793
"012 12 år";"1 Menn";"1987";"Personer";30582
"012 12 år";"1 Menn";"1988";"Personer";29011
"012 12 år";"1 Menn";"1989";"Personer";27674
"012 12 år";"1 Menn";"1990";"Personer";26489
"012 12 år";"1 Menn";"1991";"Personer";27032
"012 12 år";"1 Menn";"1992";"Personer";26918
"012 12 år";"1 Menn";"1993";"Personer";26922
"012 12 år";"1 Menn";"1994";"Personer";26596
"012 12 år";"1 Menn";"1995";"Personer";27076
"012 12 år";"1 Menn";"1996";"Personer";26549
"012 12 år";"1 Menn";"1997";"Personer";26583
"012 12 år";"1 Menn";"1998";"Personer";27045
"012 12 år";"1 Menn";"1999";"Personer";27956
"012 12 år";"1 Menn";"2000";"Personer";28431
"012 12 år";"1 Menn";"2001";"Personer";30324
"012 12 år";"1 Menn";"2002";"Personer";31346
"012 12 år";"1 Menn";"2003";"Personer";32326
"012 12 år";"1 Menn";"2004";"Personer";32513
"012 12 år";"1 Menn";"2005";"Personer";32384
"012 12 år";"1 Menn";"2006";"Personer";31649
"012 12 år";"1 Menn";"2007";"Personer";32127
"012 12 år";"1 Menn";"2008";"Personer";32518
"012 12 år";"1 Menn";"2009";"Personer";32966
"012 12 år";"1 Menn";"2010";"Personer";32488
"012 12 år";"1 Menn";"2011";"Personer";31659
"012 12 år";"1 Menn";"2012";"Personer";32271
"012 12 år";"1 Menn";"2013";"Personer";32256
"012 12 år";"1 Menn";"2014";"Personer";30954
"012 12 år";"1 Menn";"2015";"Personer";30498
"012 12 år";"1 Menn";"2016";"Personer";31420
"012 12 år";"1 Menn";"2017";"Personer";31954
"012 12 år";"1 Menn";"2018";"Personer";31939
"012 12 år";"2 Kvinner";"1846";"Personer";13270
"012 12 år";"2 Kvinner";"1847";"Personer";14153
"012 12 år";"2 Kvinner";"1848";"Personer";14854
"012 12 år";"2 Kvinner";"1849";"Personer";13697
"012 12 år";"2 Kvinner";"1850";"Personer";13374
"012 12 år";"2 Kvinner";"1851";"Personer";12970
"012 12 år";"2 Kvinner";"1852";"Personer";12569
"012 12 år";"2 Kvinner";"1853";"Personer";13243
"012 12 år";"2 Kvinner";"1854";"Personer";14026
"012 12 år";"2 Kvinner";"1855";"Personer";14638
"012 12 år";"2 Kvinner";"1856";"Personer";14485
"012 12 år";"2 Kvinner";"1857";"Personer";14637
"012 12 år";"2 Kvinner";"1858";"Personer";15786
"012 12 år";"2 Kvinner";"1859";"Personer";16030
"012 12 år";"2 Kvinner";"1860";"Personer";16279
"012 12 år";"2 Kvinner";"1861";"Personer";16067
"012 12 år";"2 Kvinner";"1862";"Personer";16966
"012 12 år";"2 Kvinner";"1863";"Personer";16425
"012 12 år";"2 Kvinner";"1864";"Personer";16883
"012 12 år";"2 Kvinner";"1865";"Personer";16772
"012 12 år";"2 Kvinner";"1866";"Personer";17258
"012 12 år";"2 Kvinner";"1867";"Personer";18727
"012 12 år";"2 Kvinner";"1868";"Personer";18534
"012 12 år";"2 Kvinner";"1869";"Personer";17786
"012 12 år";"2 Kvinner";"1870";"Personer";18453
"012 12 år";"2 Kvinner";"1871";"Personer";18955
"012 12 år";"2 Kvinner";"1872";"Personer";19851
"012 12 år";"2 Kvinner";"1873";"Personer";19131
"012 12 år";"2 Kvinner";"1874";"Personer";17972
"012 12 år";"2 Kvinner";"1875";"Personer";19192
"012 12 år";"2 Kvinner";"1876";"Personer";19947
"012 12 år";"2 Kvinner";"1877";"Personer";19843
"012 12 år";"2 Kvinner";"1878";"Personer";19976
"012 12 år";"2 Kvinner";"1879";"Personer";19842
"012 12 år";"2 Kvinner";"1880";"Personer";19045
"012 12 år";"2 Kvinner";"1881";"Personer";18803
"012 12 år";"2 Kvinner";"1882";"Personer";18804
"012 12 år";"2 Kvinner";"1883";"Personer";18952
"012 12 år";"2 Kvinner";"1884";"Personer";18959
"012 12 år";"2 Kvinner";"1885";"Personer";19408
"012 12 år";"2 Kvinner";"1886";"Personer";19482
"012 12 år";"2 Kvinner";"1887";"Personer";20079
"012 12 år";"2 Kvinner";"1888";"Personer";20422
"012 12 år";"2 Kvinner";"1889";"Personer";21071
"012 12 år";"2 Kvinner";"1890";"Personer";21099
"012 12 år";"2 Kvinner";"1891";"Personer";21353
"012 12 år";"2 Kvinner";"1892";"Personer";21927
"012 12 år";"2 Kvinner";"1893";"Personer";21141
"012 12 år";"2 Kvinner";"1894";"Personer";20860
"012 12 år";"2 Kvinner";"1895";"Personer";21574
"012 12 år";"2 Kvinner";"1896";"Personer";22418
"012 12 år";"2 Kvinner";"1897";"Personer";22913
"012 12 år";"2 Kvinner";"1898";"Personer";23332
"012 12 år";"2 Kvinner";"1899";"Personer";23124
"012 12 år";"2 Kvinner";"1900";"Personer";24047
"012 12 år";"2 Kvinner";"1901";"Personer";23511
"012 12 år";"2 Kvinner";"1902";"Personer";23262
"012 12 år";"2 Kvinner";"1903";"Personer";24099
"012 12 år";"2 Kvinner";"1904";"Personer";24604
"012 12 år";"2 Kvinner";"1905";"Personer";23800
"012 12 år";"2 Kvinner";"1906";"Personer";24917
"012 12 år";"2 Kvinner";"1907";"Personer";24688
"012 12 år";"2 Kvinner";"1908";"Personer";25643
"012 12 år";"2 Kvinner";"1909";"Personer";25732
"012 12 år";"2 Kvinner";"1910";"Personer";26362
"012 12 år";"2 Kvinner";"1911";"Personer";26661
"012 12 år";"2 Kvinner";"1912";"Personer";26821
"012 12 år";"2 Kvinner";"1913";"Personer";26862
"012 12 år";"2 Kvinner";"1914";"Personer";27472
"012 12 år";"2 Kvinner";"1915";"Personer";27384
"012 12 år";"2 Kvinner";"1916";"Personer";27275
"012 12 år";"2 Kvinner";"1917";"Personer";27041
"012 12 år";"2 Kvinner";"1918";"Personer";26755
"012 12 år";"2 Kvinner";"1919";"Personer";26808
"012 12 år";"2 Kvinner";"1920";"Personer";26783
"012 12 år";"2 Kvinner";"1921";"Personer";26711
"012 12 år";"2 Kvinner";"1922";"Personer";27651
"012 12 år";"2 Kvinner";"1923";"Personer";26917
"012 12 år";"2 Kvinner";"1924";"Personer";27038
"012 12 år";"2 Kvinner";"1925";"Personer";27333
"012 12 år";"2 Kvinner";"1926";"Personer";27252
"012 12 år";"2 Kvinner";"1927";"Personer";27527
"012 12 år";"2 Kvinner";"1928";"Personer";26369
"012 12 år";"2 Kvinner";"1929";"Personer";27299
"012 12 år";"2 Kvinner";"1930";"Personer";28239
"012 12 år";"2 Kvinner";"1931";"Personer";28084
"012 12 år";"2 Kvinner";"1932";"Personer";26059
"012 12 år";"2 Kvinner";"1933";"Personer";30915
"012 12 år";"2 Kvinner";"1934";"Personer";28840
"012 12 år";"2 Kvinner";"1935";"Personer";28264
"012 12 år";"2 Kvinner";"1936";"Personer";27637
"012 12 år";"2 Kvinner";"1937";"Personer";26200
"012 12 år";"2 Kvinner";"1938";"Personer";24716
"012 12 år";"2 Kvinner";"1939";"Personer";24968
"012 12 år";"2 Kvinner";"1940";"Personer";23191
"012 12 år";"2 Kvinner";"1941";"Personer";22993
"012 12 år";"2 Kvinner";"1942";"Personer";21975
"012 12 år";"2 Kvinner";"1943";"Personer";21857
"012 12 år";"2 Kvinner";"1944";"Personer";21211
"012 12 år";"2 Kvinner";"1945";"Personer";20786
"012 12 år";"2 Kvinner";"1946";"Personer";19179
"012 12 år";"2 Kvinner";"1947";"Personer";19481
"012 12 år";"2 Kvinner";"1948";"Personer";19353
"012 12 år";"2 Kvinner";"1949";"Personer";19664
"012 12 år";"2 Kvinner";"1950";"Personer";20326
"012 12 år";"2 Kvinner";"1951";"Personer";21108
"012 12 år";"2 Kvinner";"1952";"Personer";21529
"012 12 år";"2 Kvinner";"1953";"Personer";22245
"012 12 år";"2 Kvinner";"1954";"Personer";21122
"012 12 år";"2 Kvinner";"1955";"Personer";24173
"012 12 år";"2 Kvinner";"1956";"Personer";25844
"012 12 år";"2 Kvinner";"1957";"Personer";28656
"012 12 år";"2 Kvinner";"1958";"Personer";30049
"012 12 år";"2 Kvinner";"1959";"Personer";33053
"012 12 år";"2 Kvinner";"1960";"Personer";31682
"012 12 år";"2 Kvinner";"1961";"Personer";30407
"012 12 år";"2 Kvinner";"1962";"Personer";29410
"012 12 år";"2 Kvinner";"1963";"Personer";29384
"012 12 år";"2 Kvinner";"1964";"Personer";28233
"012 12 år";"2 Kvinner";"1965";"Personer";29531
"012 12 år";"2 Kvinner";"1966";"Personer";29982
"012 12 år";"2 Kvinner";"1967";"Personer";29821
"012 12 år";"2 Kvinner";"1968";"Personer";30032
"012 12 år";"2 Kvinner";"1969";"Personer";30618
"012 12 år";"2 Kvinner";"1970";"Personer";30040
"012 12 år";"2 Kvinner";"1971";"Personer";30032
"012 12 år";"2 Kvinner";"1972";"Personer";29951
"012 12 år";"2 Kvinner";"1973";"Personer";29627
"012 12 år";"2 Kvinner";"1974";"Personer";29761
"012 12 år";"2 Kvinner";"1975";"Personer";29816
"012 12 år";"2 Kvinner";"1976";"Personer";30641
"012 12 år";"2 Kvinner";"1977";"Personer";31325
"012 12 år";"2 Kvinner";"1978";"Personer";31733
"012 12 år";"2 Kvinner";"1979";"Personer";32166
"012 12 år";"2 Kvinner";"1980";"Personer";32284
"012 12 år";"2 Kvinner";"1981";"Personer";32733
"012 12 år";"2 Kvinner";"1982";"Personer";33069
"012 12 år";"2 Kvinner";"1983";"Personer";31601
"012 12 år";"2 Kvinner";"1984";"Personer";32203
"012 12 år";"2 Kvinner";"1985";"Personer";31554
"012 12 år";"2 Kvinner";"1986";"Personer";30004
"012 12 år";"2 Kvinner";"1987";"Personer";29742
"012 12 år";"2 Kvinner";"1988";"Personer";27906
"012 12 år";"2 Kvinner";"1989";"Personer";26470
"012 12 år";"2 Kvinner";"1990";"Personer";25256
"012 12 år";"2 Kvinner";"1991";"Personer";25613
"012 12 år";"2 Kvinner";"1992";"Personer";25622
"012 12 år";"2 Kvinner";"1993";"Personer";25379
"012 12 år";"2 Kvinner";"1994";"Personer";25709
"012 12 år";"2 Kvinner";"1995";"Personer";25568
"012 12 år";"2 Kvinner";"1996";"Personer";24965
"012 12 år";"2 Kvinner";"1997";"Personer";25395
"012 12 år";"2 Kvinner";"1998";"Personer";25683
"012 12 år";"2 Kvinner";"1999";"Personer";26259
"012 12 år";"2 Kvinner";"2000";"Personer";27419
"012 12 år";"2 Kvinner";"2001";"Personer";28864
"012 12 år";"2 Kvinner";"2002";"Personer";29702
"012 12 år";"2 Kvinner";"2003";"Personer";30740
"012 12 år";"2 Kvinner";"2004";"Personer";30700
"012 12 år";"2 Kvinner";"2005";"Personer";30268
"012 12 år";"2 Kvinner";"2006";"Personer";30303
"012 12 år";"2 Kvinner";"2007";"Personer";30385
"012 12 år";"2 Kvinner";"2008";"Personer";30624
"012 12 år";"2 Kvinner";"2009";"Personer";31159
"012 12 år";"2 Kvinner";"2010";"Personer";30733
"012 12 år";"2 Kvinner";"2011";"Personer";30244
"012 12 år";"2 Kvinner";"2012";"Personer";30572
"012 12 år";"2 Kvinner";"2013";"Personer";30724
"012 12 år";"2 Kvinner";"2014";"Personer";29797
"012 12 år";"2 Kvinner";"2015";"Personer";29456
"012 12 år";"2 Kvinner";"2016";"Personer";30140
"012 12 år";"2 Kvinner";"2017";"Personer";30541
"012 12 år";"2 Kvinner";"2018";"Personer";30618
"013 13 år";"0 Begge kjønn";"1846";"Personer";25979
"013 13 år";"0 Begge kjønn";"1847";"Personer";27021
"013 13 år";"0 Begge kjønn";"1848";"Personer";28398
"013 13 år";"0 Begge kjønn";"1849";"Personer";29699
"013 13 år";"0 Begge kjønn";"1850";"Personer";27245
"013 13 år";"0 Begge kjønn";"1851";"Personer";26779
"013 13 år";"0 Begge kjønn";"1852";"Personer";26061
"013 13 år";"0 Begge kjønn";"1853";"Personer";25149
"013 13 år";"0 Begge kjønn";"1854";"Personer";26284
"013 13 år";"0 Begge kjønn";"1855";"Personer";28302
"013 13 år";"0 Begge kjønn";"1856";"Personer";29467
"013 13 år";"0 Begge kjønn";"1857";"Personer";29424
"013 13 år";"0 Begge kjønn";"1858";"Personer";29611
"013 13 år";"0 Begge kjønn";"1859";"Personer";31555
"013 13 år";"0 Begge kjønn";"1860";"Personer";32272
"013 13 år";"0 Begge kjønn";"1861";"Personer";32707
"013 13 år";"0 Begge kjønn";"1862";"Personer";31862
"013 13 år";"0 Begge kjønn";"1863";"Personer";34365
"013 13 år";"0 Begge kjønn";"1864";"Personer";33277
"013 13 år";"0 Begge kjønn";"1865";"Personer";34421
"013 13 år";"0 Begge kjønn";"1866";"Personer";33814
"013 13 år";"0 Begge kjønn";"1867";"Personer";34980
"013 13 år";"0 Begge kjønn";"1868";"Personer";37737
"013 13 år";"0 Begge kjønn";"1869";"Personer";37045
"013 13 år";"0 Begge kjønn";"1870";"Personer";36001
"013 13 år";"0 Begge kjønn";"1871";"Personer";37180
"013 13 år";"0 Begge kjønn";"1872";"Personer";38078
"013 13 år";"0 Begge kjønn";"1873";"Personer";40024
"013 13 år";"0 Begge kjønn";"1874";"Personer";38564
"013 13 år";"0 Begge kjønn";"1875";"Personer";36267
"013 13 år";"0 Begge kjønn";"1876";"Personer";38872
"013 13 år";"0 Begge kjønn";"1877";"Personer";40581
"013 13 år";"0 Begge kjønn";"1878";"Personer";40183
"013 13 år";"0 Begge kjønn";"1879";"Personer";40131
"013 13 år";"0 Begge kjønn";"1880";"Personer";39789
"013 13 år";"0 Begge kjønn";"1881";"Personer";37995
"013 13 år";"0 Begge kjønn";"1882";"Personer";37652
"013 13 år";"0 Begge kjønn";"1883";"Personer";37312
"013 13 år";"0 Begge kjønn";"1884";"Personer";37622
"013 13 år";"0 Begge kjønn";"1885";"Personer";38048
"013 13 år";"0 Begge kjønn";"1886";"Personer";38742
"013 13 år";"0 Begge kjønn";"1887";"Personer";38717
"013 13 år";"0 Begge kjønn";"1888";"Personer";40268
"013 13 år";"0 Begge kjønn";"1889";"Personer";41263
"013 13 år";"0 Begge kjønn";"1890";"Personer";42148
"013 13 år";"0 Begge kjønn";"1891";"Personer";42954
"013 13 år";"0 Begge kjønn";"1892";"Personer";42990
"013 13 år";"0 Begge kjønn";"1893";"Personer";44246
"013 13 år";"0 Begge kjønn";"1894";"Personer";42619
"013 13 år";"0 Begge kjønn";"1895";"Personer";42352
"013 13 år";"0 Begge kjønn";"1896";"Personer";43782
"013 13 år";"0 Begge kjønn";"1897";"Personer";45394
"013 13 år";"0 Begge kjønn";"1898";"Personer";46420
"013 13 år";"0 Begge kjønn";"1899";"Personer";47282
"013 13 år";"0 Begge kjønn";"1900";"Personer";47097
"013 13 år";"0 Begge kjønn";"1901";"Personer";49019
"013 13 år";"0 Begge kjønn";"1902";"Personer";47873
"013 13 år";"0 Begge kjønn";"1903";"Personer";47397
"013 13 år";"0 Begge kjønn";"1904";"Personer";48810
"013 13 år";"0 Begge kjønn";"1905";"Personer";49933
"013 13 år";"0 Begge kjønn";"1906";"Personer";48757
"013 13 år";"0 Begge kjønn";"1907";"Personer";50527
"013 13 år";"0 Begge kjønn";"1908";"Personer";49808
"013 13 år";"0 Begge kjønn";"1909";"Personer";52036
"013 13 år";"0 Begge kjønn";"1910";"Personer";52102
"013 13 år";"0 Begge kjønn";"1911";"Personer";53120
"013 13 år";"0 Begge kjønn";"1912";"Personer";53819
"013 13 år";"0 Begge kjønn";"1913";"Personer";54142
"013 13 år";"0 Begge kjønn";"1914";"Personer";54207
"013 13 år";"0 Begge kjønn";"1915";"Personer";55465
"013 13 år";"0 Begge kjønn";"1916";"Personer";55534
"013 13 år";"0 Begge kjønn";"1917";"Personer";55151
"013 13 år";"0 Begge kjønn";"1918";"Personer";54757
"013 13 år";"0 Begge kjønn";"1919";"Personer";54032
"013 13 år";"0 Begge kjønn";"1920";"Personer";54590
"013 13 år";"0 Begge kjønn";"1921";"Personer";54412
"013 13 år";"0 Begge kjønn";"1922";"Personer";54622
"013 13 år";"0 Begge kjønn";"1923";"Personer";56051
"013 13 år";"0 Begge kjønn";"1924";"Personer";54460
"013 13 år";"0 Begge kjønn";"1925";"Personer";54852
"013 13 år";"0 Begge kjønn";"1926";"Personer";55511
"013 13 år";"0 Begge kjønn";"1927";"Personer";55427
"013 13 år";"0 Begge kjønn";"1928";"Personer";56328
"013 13 år";"0 Begge kjønn";"1929";"Personer";53068
"013 13 år";"0 Begge kjønn";"1930";"Personer";55313
"013 13 år";"0 Begge kjønn";"1931";"Personer";57338
"013 13 år";"0 Begge kjønn";"1932";"Personer";57037
"013 13 år";"0 Begge kjønn";"1933";"Personer";53679
"013 13 år";"0 Begge kjønn";"1934";"Personer";62872
"013 13 år";"0 Begge kjønn";"1935";"Personer";58473
"013 13 år";"0 Begge kjønn";"1936";"Personer";57201
"013 13 år";"0 Begge kjønn";"1937";"Personer";56385
"013 13 år";"0 Begge kjønn";"1938";"Personer";53729
"013 13 år";"0 Begge kjønn";"1939";"Personer";50260
"013 13 år";"0 Begge kjønn";"1940";"Personer";50853
"013 13 år";"0 Begge kjønn";"1941";"Personer";47146
"013 13 år";"0 Begge kjønn";"1942";"Personer";46546
"013 13 år";"0 Begge kjønn";"1943";"Personer";45036
"013 13 år";"0 Begge kjønn";"1944";"Personer";44678
"013 13 år";"0 Begge kjønn";"1945";"Personer";42989
"013 13 år";"0 Begge kjønn";"1946";"Personer";42390
"013 13 år";"0 Begge kjønn";"1947";"Personer";39952
"013 13 år";"0 Begge kjønn";"1948";"Personer";39613
"013 13 år";"0 Begge kjønn";"1949";"Personer";39123
"013 13 år";"0 Begge kjønn";"1950";"Personer";39974
"013 13 år";"0 Begge kjønn";"1951";"Personer";41095
"013 13 år";"0 Begge kjønn";"1952";"Personer";42912
"013 13 år";"0 Begge kjønn";"1953";"Personer";43787
"013 13 år";"0 Begge kjønn";"1954";"Personer";45441
"013 13 år";"0 Begge kjønn";"1955";"Personer";43098
"013 13 år";"0 Begge kjønn";"1956";"Personer";49095
"013 13 år";"0 Begge kjønn";"1957";"Personer";53222
"013 13 år";"0 Begge kjønn";"1958";"Personer";59274
"013 13 år";"0 Begge kjønn";"1959";"Personer";61888
"013 13 år";"0 Begge kjønn";"1960";"Personer";67890
"013 13 år";"0 Begge kjønn";"1961";"Personer";64764
"013 13 år";"0 Begge kjønn";"1962";"Personer";62921
"013 13 år";"0 Begge kjønn";"1963";"Personer";60426
"013 13 år";"0 Begge kjønn";"1964";"Personer";60378
"013 13 år";"0 Begge kjønn";"1965";"Personer";58313
"013 13 år";"0 Begge kjønn";"1966";"Personer";60702
"013 13 år";"0 Begge kjønn";"1967";"Personer";61253
