"alder";"kjønn";"år";"statistikkvariabel";"Folkemengde, etter alder, kjønn, år og statistikkvariabel"
"013 13 år";"0 Begge kjønn";"1968";"Personer";60808
"013 13 år";"0 Begge kjønn";"1969";"Personer";61695
"013 13 år";"0 Begge kjønn";"1970";"Personer";62467
"013 13 år";"0 Begge kjønn";"1971";"Personer";61440
"013 13 år";"0 Begge kjønn";"1972";"Personer";61478
"013 13 år";"0 Begge kjønn";"1973";"Personer";61631
"013 13 år";"0 Begge kjønn";"1974";"Personer";60637
"013 13 år";"0 Begge kjønn";"1975";"Personer";61260
"013 13 år";"0 Begge kjønn";"1976";"Personer";61140
"013 13 år";"0 Begge kjønn";"1977";"Personer";62553
"013 13 år";"0 Begge kjønn";"1978";"Personer";64825
"013 13 år";"0 Begge kjønn";"1979";"Personer";65474
"013 13 år";"0 Begge kjønn";"1980";"Personer";66365
"013 13 år";"0 Begge kjønn";"1981";"Personer";66204
"013 13 år";"0 Begge kjønn";"1982";"Personer";67403
"013 13 år";"0 Begge kjønn";"1983";"Personer";67880
"013 13 år";"0 Begge kjønn";"1984";"Personer";64987
"013 13 år";"0 Begge kjønn";"1985";"Personer";65800
"013 13 år";"0 Begge kjønn";"1986";"Personer";64716
"013 13 år";"0 Begge kjønn";"1987";"Personer";61848
"013 13 år";"0 Begge kjønn";"1988";"Personer";60399
"013 13 år";"0 Begge kjønn";"1989";"Personer";57012
"013 13 år";"0 Begge kjønn";"1990";"Personer";54209
"013 13 år";"0 Begge kjønn";"1991";"Personer";51821
"013 13 år";"0 Begge kjønn";"1992";"Personer";52714
"013 13 år";"0 Begge kjønn";"1993";"Personer";52625
"013 13 år";"0 Begge kjønn";"1994";"Personer";52563
"013 13 år";"0 Begge kjønn";"1995";"Personer";52403
"013 13 år";"0 Begge kjønn";"1996";"Personer";52722
"013 13 år";"0 Begge kjønn";"1997";"Personer";51564
"013 13 år";"0 Begge kjønn";"1998";"Personer";52034
"013 13 år";"0 Begge kjønn";"1999";"Personer";52862
"013 13 år";"0 Begge kjønn";"2000";"Personer";54554
"013 13 år";"0 Begge kjønn";"2001";"Personer";55958
"013 13 år";"0 Begge kjønn";"2002";"Personer";59272
"013 13 år";"0 Begge kjønn";"2003";"Personer";61304
"013 13 år";"0 Begge kjønn";"2004";"Personer";63246
"013 13 år";"0 Begge kjønn";"2005";"Personer";63418
"013 13 år";"0 Begge kjønn";"2006";"Personer";62871
"013 13 år";"0 Begge kjønn";"2007";"Personer";62225
"013 13 år";"0 Begge kjønn";"2008";"Personer";62824
"013 13 år";"0 Begge kjønn";"2009";"Personer";63539
"013 13 år";"0 Begge kjønn";"2010";"Personer";64524
"013 13 år";"0 Begge kjønn";"2011";"Personer";63578
"013 13 år";"0 Begge kjønn";"2012";"Personer";62235
"013 13 år";"0 Begge kjønn";"2013";"Personer";63258
"013 13 år";"0 Begge kjønn";"2014";"Personer";63382
"013 13 år";"0 Begge kjønn";"2015";"Personer";61122
"013 13 år";"0 Begge kjønn";"2016";"Personer";60404
"013 13 år";"0 Begge kjønn";"2017";"Personer";62069
"013 13 år";"0 Begge kjønn";"2018";"Personer";62878
"013 13 år";"1 Menn";"1846";"Personer";13403
"013 13 år";"1 Menn";"1847";"Personer";13628
"013 13 år";"1 Menn";"1848";"Personer";14175
"013 13 år";"1 Menn";"1849";"Personer";14828
"013 13 år";"1 Menn";"1850";"Personer";13574
"013 13 år";"1 Menn";"1851";"Personer";13474
"013 13 år";"1 Menn";"1852";"Personer";13180
"013 13 år";"1 Menn";"1853";"Personer";12695
"013 13 år";"1 Menn";"1854";"Personer";13205
"013 13 år";"1 Menn";"1855";"Personer";14516
"013 13 år";"1 Menn";"1856";"Personer";15043
"013 13 år";"1 Menn";"1857";"Personer";14947
"013 13 år";"1 Menn";"1858";"Personer";15015
"013 13 år";"1 Menn";"1859";"Personer";15777
"013 13 år";"1 Menn";"1860";"Personer";16243
"013 13 år";"1 Menn";"1861";"Personer";16430
"013 13 år";"1 Menn";"1862";"Personer";15896
"013 13 år";"1 Menn";"1863";"Personer";17505
"013 13 år";"1 Menn";"1864";"Personer";16933
"013 13 år";"1 Menn";"1865";"Personer";17645
"013 13 år";"1 Menn";"1866";"Personer";17138
"013 13 år";"1 Menn";"1867";"Personer";17868
"013 13 år";"1 Menn";"1868";"Personer";19169
"013 13 år";"1 Menn";"1869";"Personer";18676
"013 13 år";"1 Menn";"1870";"Personer";18409
"013 13 år";"1 Menn";"1871";"Personer";18875
"013 13 år";"1 Menn";"1872";"Personer";19251
"013 13 år";"1 Menn";"1873";"Personer";20390
"013 13 år";"1 Menn";"1874";"Personer";19628
"013 13 år";"1 Menn";"1875";"Personer";18353
"013 13 år";"1 Menn";"1876";"Personer";19728
"013 13 år";"1 Menn";"1877";"Personer";20713
"013 13 år";"1 Menn";"1878";"Personer";20401
"013 13 år";"1 Menn";"1879";"Personer";20218
"013 13 år";"1 Menn";"1880";"Personer";20005
"013 13 år";"1 Menn";"1881";"Personer";19056
"013 13 år";"1 Menn";"1882";"Personer";18987
"013 13 år";"1 Menn";"1883";"Personer";18724
"013 13 år";"1 Menn";"1884";"Personer";18864
"013 13 år";"1 Menn";"1885";"Personer";19214
"013 13 år";"1 Menn";"1886";"Personer";19466
"013 13 år";"1 Menn";"1887";"Personer";19375
"013 13 år";"1 Menn";"1888";"Personer";20348
"013 13 år";"1 Menn";"1889";"Personer";21025
"013 13 år";"1 Menn";"1890";"Personer";21248
"013 13 år";"1 Menn";"1891";"Personer";22021
"013 13 år";"1 Menn";"1892";"Personer";21760
"013 13 år";"1 Menn";"1893";"Personer";22451
"013 13 år";"1 Menn";"1894";"Personer";21617
"013 13 år";"1 Menn";"1895";"Personer";21514
"013 13 år";"1 Menn";"1896";"Personer";22273
"013 13 år";"1 Menn";"1897";"Personer";23051
"013 13 år";"1 Menn";"1898";"Personer";23593
"013 13 år";"1 Menn";"1899";"Personer";24009
"013 13 år";"1 Menn";"1900";"Personer";24071
"013 13 år";"1 Menn";"1901";"Personer";25066
"013 13 år";"1 Menn";"1902";"Personer";24447
"013 13 år";"1 Menn";"1903";"Personer";24216
"013 13 år";"1 Menn";"1904";"Personer";24827
"013 13 år";"1 Menn";"1905";"Personer";25409
"013 13 år";"1 Menn";"1906";"Personer";25038
"013 13 år";"1 Menn";"1907";"Personer";25717
"013 13 år";"1 Menn";"1908";"Personer";25248
"013 13 år";"1 Menn";"1909";"Personer";26497
"013 13 år";"1 Menn";"1910";"Personer";26461
"013 13 år";"1 Menn";"1911";"Personer";26871
"013 13 år";"1 Menn";"1912";"Personer";27257
"013 13 år";"1 Menn";"1913";"Personer";27432
"013 13 år";"1 Menn";"1914";"Personer";27415
"013 13 år";"1 Menn";"1915";"Personer";28052
"013 13 år";"1 Menn";"1916";"Personer";28205
"013 13 år";"1 Menn";"1917";"Personer";27924
"013 13 år";"1 Menn";"1918";"Personer";27779
"013 13 år";"1 Menn";"1919";"Personer";27350
"013 13 år";"1 Menn";"1920";"Personer";27841
"013 13 år";"1 Menn";"1921";"Personer";27644
"013 13 år";"1 Menn";"1922";"Personer";28019
"013 13 år";"1 Menn";"1923";"Personer";28534
"013 13 år";"1 Menn";"1924";"Personer";27639
"013 13 år";"1 Menn";"1925";"Personer";27918
"013 13 år";"1 Menn";"1926";"Personer";28271
"013 13 år";"1 Menn";"1927";"Personer";28244
"013 13 år";"1 Menn";"1928";"Personer";28883
"013 13 år";"1 Menn";"1929";"Personer";26761
"013 13 år";"1 Menn";"1930";"Personer";28083
"013 13 år";"1 Menn";"1931";"Personer";29146
"013 13 år";"1 Menn";"1932";"Personer";28982
"013 13 år";"1 Menn";"1933";"Personer";27636
"013 13 år";"1 Menn";"1934";"Personer";31980
"013 13 år";"1 Menn";"1935";"Personer";29654
"013 13 år";"1 Menn";"1936";"Personer";28961
"013 13 år";"1 Menn";"1937";"Personer";28771
"013 13 år";"1 Menn";"1938";"Personer";27555
"013 13 år";"1 Menn";"1939";"Personer";25558
"013 13 år";"1 Menn";"1940";"Personer";25896
"013 13 år";"1 Menn";"1941";"Personer";23970
"013 13 år";"1 Menn";"1942";"Personer";23592
"013 13 år";"1 Menn";"1943";"Personer";23095
"013 13 år";"1 Menn";"1944";"Personer";22843
"013 13 år";"1 Menn";"1945";"Personer";21806
"013 13 år";"1 Menn";"1946";"Personer";21625
"013 13 år";"1 Menn";"1947";"Personer";20459
"013 13 år";"1 Menn";"1948";"Personer";20172
"013 13 år";"1 Menn";"1949";"Personer";19794
"013 13 år";"1 Menn";"1950";"Personer";20325
"013 13 år";"1 Menn";"1951";"Personer";20940
"013 13 år";"1 Menn";"1952";"Personer";21809
"013 13 år";"1 Menn";"1953";"Personer";22256
"013 13 år";"1 Menn";"1954";"Personer";23237
"013 13 år";"1 Menn";"1955";"Personer";21949
"013 13 år";"1 Menn";"1956";"Personer";25057
"013 13 år";"1 Menn";"1957";"Personer";27337
"013 13 år";"1 Menn";"1958";"Personer";30557
"013 13 år";"1 Menn";"1959";"Personer";31787
"013 13 år";"1 Menn";"1960";"Personer";34821
"013 13 år";"1 Menn";"1961";"Personer";33102
"013 13 år";"1 Menn";"1962";"Personer";32502
"013 13 år";"1 Menn";"1963";"Personer";31031
"013 13 år";"1 Menn";"1964";"Personer";30995
"013 13 år";"1 Menn";"1965";"Personer";30091
"013 13 år";"1 Menn";"1966";"Personer";31184
"013 13 år";"1 Menn";"1967";"Personer";31255
"013 13 år";"1 Menn";"1968";"Personer";30976
"013 13 år";"1 Menn";"1969";"Personer";31656
"013 13 år";"1 Menn";"1970";"Personer";31844
"013 13 år";"1 Menn";"1971";"Personer";31393
"013 13 år";"1 Menn";"1972";"Personer";31445
"013 13 år";"1 Menn";"1973";"Personer";31658
"013 13 år";"1 Menn";"1974";"Personer";30981
"013 13 år";"1 Menn";"1975";"Personer";31500
"013 13 år";"1 Menn";"1976";"Personer";31324
"013 13 år";"1 Menn";"1977";"Personer";31869
"013 13 år";"1 Menn";"1978";"Personer";33484
"013 13 år";"1 Menn";"1979";"Personer";33736
"013 13 år";"1 Menn";"1980";"Personer";34203
"013 13 år";"1 Menn";"1981";"Personer";33906
"013 13 år";"1 Menn";"1982";"Personer";34625
"013 13 år";"1 Menn";"1983";"Personer";34790
"013 13 år";"1 Menn";"1984";"Personer";33355
"013 13 år";"1 Menn";"1985";"Personer";33589
"013 13 år";"1 Menn";"1986";"Personer";33130
"013 13 år";"1 Menn";"1987";"Personer";31806
"013 13 år";"1 Menn";"1988";"Personer";30624
"013 13 år";"1 Menn";"1989";"Personer";29061
"013 13 år";"1 Menn";"1990";"Personer";27724
"013 13 år";"1 Menn";"1991";"Personer";26528
"013 13 år";"1 Menn";"1992";"Personer";27067
"013 13 år";"1 Menn";"1993";"Personer";26964
"013 13 år";"1 Menn";"1994";"Personer";27057
"013 13 år";"1 Menn";"1995";"Personer";26642
"013 13 år";"1 Menn";"1996";"Personer";27112
"013 13 år";"1 Menn";"1997";"Personer";26573
"013 13 år";"1 Menn";"1998";"Personer";26614
"013 13 år";"1 Menn";"1999";"Personer";27113
"013 13 år";"1 Menn";"2000";"Personer";28120
"013 13 år";"1 Menn";"2001";"Personer";28474
"013 13 år";"1 Menn";"2002";"Personer";30387
"013 13 år";"1 Menn";"2003";"Personer";31495
"013 13 år";"1 Menn";"2004";"Personer";32417
"013 13 år";"1 Menn";"2005";"Personer";32627
"013 13 år";"1 Menn";"2006";"Personer";32497
"013 13 år";"1 Menn";"2007";"Personer";31802
"013 13 år";"1 Menn";"2008";"Personer";32279
"013 13 år";"1 Menn";"2009";"Personer";32735
"013 13 år";"1 Menn";"2010";"Personer";33186
"013 13 år";"1 Menn";"2011";"Personer";32681
"013 13 år";"1 Menn";"2012";"Personer";31838
"013 13 år";"1 Menn";"2013";"Personer";32502
"013 13 år";"1 Menn";"2014";"Personer";32449
"013 13 år";"1 Menn";"2015";"Personer";31158
"013 13 år";"1 Menn";"2016";"Personer";30748
"013 13 år";"1 Menn";"2017";"Personer";31744
"013 13 år";"1 Menn";"2018";"Personer";32201
"013 13 år";"2 Kvinner";"1846";"Personer";12576
"013 13 år";"2 Kvinner";"1847";"Personer";13393
"013 13 år";"2 Kvinner";"1848";"Personer";14223
"013 13 år";"2 Kvinner";"1849";"Personer";14871
"013 13 år";"2 Kvinner";"1850";"Personer";13671
"013 13 år";"2 Kvinner";"1851";"Personer";13305
"013 13 år";"2 Kvinner";"1852";"Personer";12881
"013 13 år";"2 Kvinner";"1853";"Personer";12454
"013 13 år";"2 Kvinner";"1854";"Personer";13079
"013 13 år";"2 Kvinner";"1855";"Personer";13786
"013 13 år";"2 Kvinner";"1856";"Personer";14424
"013 13 år";"2 Kvinner";"1857";"Personer";14477
"013 13 år";"2 Kvinner";"1858";"Personer";14596
"013 13 år";"2 Kvinner";"1859";"Personer";15778
"013 13 år";"2 Kvinner";"1860";"Personer";16029
"013 13 år";"2 Kvinner";"1861";"Personer";16277
"013 13 år";"2 Kvinner";"1862";"Personer";15966
"013 13 år";"2 Kvinner";"1863";"Personer";16860
"013 13 år";"2 Kvinner";"1864";"Personer";16344
"013 13 år";"2 Kvinner";"1865";"Personer";16776
"013 13 år";"2 Kvinner";"1866";"Personer";16676
"013 13 år";"2 Kvinner";"1867";"Personer";17112
"013 13 år";"2 Kvinner";"1868";"Personer";18568
"013 13 år";"2 Kvinner";"1869";"Personer";18369
"013 13 år";"2 Kvinner";"1870";"Personer";17592
"013 13 år";"2 Kvinner";"1871";"Personer";18305
"013 13 år";"2 Kvinner";"1872";"Personer";18827
"013 13 år";"2 Kvinner";"1873";"Personer";19634
"013 13 år";"2 Kvinner";"1874";"Personer";18936
"013 13 år";"2 Kvinner";"1875";"Personer";17914
"013 13 år";"2 Kvinner";"1876";"Personer";19144
"013 13 år";"2 Kvinner";"1877";"Personer";19868
"013 13 år";"2 Kvinner";"1878";"Personer";19782
"013 13 år";"2 Kvinner";"1879";"Personer";19913
"013 13 år";"2 Kvinner";"1880";"Personer";19784
"013 13 år";"2 Kvinner";"1881";"Personer";18939
"013 13 år";"2 Kvinner";"1882";"Personer";18665
"013 13 år";"2 Kvinner";"1883";"Personer";18588
"013 13 år";"2 Kvinner";"1884";"Personer";18758
"013 13 år";"2 Kvinner";"1885";"Personer";18834
"013 13 år";"2 Kvinner";"1886";"Personer";19276
"013 13 år";"2 Kvinner";"1887";"Personer";19342
"013 13 år";"2 Kvinner";"1888";"Personer";19920
"013 13 år";"2 Kvinner";"1889";"Personer";20238
"013 13 år";"2 Kvinner";"1890";"Personer";20900
"013 13 år";"2 Kvinner";"1891";"Personer";20933
"013 13 år";"2 Kvinner";"1892";"Personer";21230
"013 13 år";"2 Kvinner";"1893";"Personer";21795
"013 13 år";"2 Kvinner";"1894";"Personer";21002
"013 13 år";"2 Kvinner";"1895";"Personer";20838
"013 13 år";"2 Kvinner";"1896";"Personer";21509
"013 13 år";"2 Kvinner";"1897";"Personer";22343
"013 13 år";"2 Kvinner";"1898";"Personer";22827
"013 13 år";"2 Kvinner";"1899";"Personer";23273
"013 13 år";"2 Kvinner";"1900";"Personer";23026
"013 13 år";"2 Kvinner";"1901";"Personer";23953
"013 13 år";"2 Kvinner";"1902";"Personer";23426
"013 13 år";"2 Kvinner";"1903";"Personer";23181
"013 13 år";"2 Kvinner";"1904";"Personer";23983
"013 13 år";"2 Kvinner";"1905";"Personer";24524
"013 13 år";"2 Kvinner";"1906";"Personer";23719
"013 13 år";"2 Kvinner";"1907";"Personer";24810
"013 13 år";"2 Kvinner";"1908";"Personer";24560
"013 13 år";"2 Kvinner";"1909";"Personer";25539
"013 13 år";"2 Kvinner";"1910";"Personer";25641
"013 13 år";"2 Kvinner";"1911";"Personer";26249
"013 13 år";"2 Kvinner";"1912";"Personer";26562
"013 13 år";"2 Kvinner";"1913";"Personer";26710
"013 13 år";"2 Kvinner";"1914";"Personer";26792
"013 13 år";"2 Kvinner";"1915";"Personer";27413
"013 13 år";"2 Kvinner";"1916";"Personer";27329
"013 13 år";"2 Kvinner";"1917";"Personer";27227
"013 13 år";"2 Kvinner";"1918";"Personer";26978
"013 13 år";"2 Kvinner";"1919";"Personer";26682
"013 13 år";"2 Kvinner";"1920";"Personer";26749
"013 13 år";"2 Kvinner";"1921";"Personer";26768
"013 13 år";"2 Kvinner";"1922";"Personer";26603
"013 13 år";"2 Kvinner";"1923";"Personer";27517
"013 13 år";"2 Kvinner";"1924";"Personer";26821
"013 13 år";"2 Kvinner";"1925";"Personer";26934
"013 13 år";"2 Kvinner";"1926";"Personer";27240
"013 13 år";"2 Kvinner";"1927";"Personer";27183
"013 13 år";"2 Kvinner";"1928";"Personer";27445
"013 13 år";"2 Kvinner";"1929";"Personer";26307
"013 13 år";"2 Kvinner";"1930";"Personer";27230
"013 13 år";"2 Kvinner";"1931";"Personer";28192
"013 13 år";"2 Kvinner";"1932";"Personer";28055
"013 13 år";"2 Kvinner";"1933";"Personer";26043
"013 13 år";"2 Kvinner";"1934";"Personer";30892
"013 13 år";"2 Kvinner";"1935";"Personer";28819
"013 13 år";"2 Kvinner";"1936";"Personer";28240
"013 13 år";"2 Kvinner";"1937";"Personer";27614
"013 13 år";"2 Kvinner";"1938";"Personer";26174
"013 13 år";"2 Kvinner";"1939";"Personer";24702
"013 13 år";"2 Kvinner";"1940";"Personer";24957
"013 13 år";"2 Kvinner";"1941";"Personer";23176
"013 13 år";"2 Kvinner";"1942";"Personer";22954
"013 13 år";"2 Kvinner";"1943";"Personer";21941
"013 13 år";"2 Kvinner";"1944";"Personer";21835
"013 13 år";"2 Kvinner";"1945";"Personer";21183
"013 13 år";"2 Kvinner";"1946";"Personer";20765
"013 13 år";"2 Kvinner";"1947";"Personer";19493
"013 13 år";"2 Kvinner";"1948";"Personer";19441
"013 13 år";"2 Kvinner";"1949";"Personer";19329
"013 13 år";"2 Kvinner";"1950";"Personer";19649
"013 13 år";"2 Kvinner";"1951";"Personer";20155
"013 13 år";"2 Kvinner";"1952";"Personer";21103
"013 13 år";"2 Kvinner";"1953";"Personer";21531
"013 13 år";"2 Kvinner";"1954";"Personer";22204
"013 13 år";"2 Kvinner";"1955";"Personer";21149
"013 13 år";"2 Kvinner";"1956";"Personer";24038
"013 13 år";"2 Kvinner";"1957";"Personer";25885
"013 13 år";"2 Kvinner";"1958";"Personer";28717
"013 13 år";"2 Kvinner";"1959";"Personer";30101
"013 13 år";"2 Kvinner";"1960";"Personer";33069
"013 13 år";"2 Kvinner";"1961";"Personer";31662
"013 13 år";"2 Kvinner";"1962";"Personer";30419
"013 13 år";"2 Kvinner";"1963";"Personer";29395
"013 13 år";"2 Kvinner";"1964";"Personer";29383
"013 13 år";"2 Kvinner";"1965";"Personer";28222
"013 13 år";"2 Kvinner";"1966";"Personer";29518
"013 13 år";"2 Kvinner";"1967";"Personer";29998
"013 13 år";"2 Kvinner";"1968";"Personer";29832
"013 13 år";"2 Kvinner";"1969";"Personer";30039
"013 13 år";"2 Kvinner";"1970";"Personer";30623
"013 13 år";"2 Kvinner";"1971";"Personer";30047
"013 13 år";"2 Kvinner";"1972";"Personer";30033
"013 13 år";"2 Kvinner";"1973";"Personer";29973
"013 13 år";"2 Kvinner";"1974";"Personer";29656
"013 13 år";"2 Kvinner";"1975";"Personer";29760
"013 13 år";"2 Kvinner";"1976";"Personer";29816
"013 13 år";"2 Kvinner";"1977";"Personer";30684
"013 13 år";"2 Kvinner";"1978";"Personer";31341
"013 13 år";"2 Kvinner";"1979";"Personer";31738
"013 13 år";"2 Kvinner";"1980";"Personer";32162
"013 13 år";"2 Kvinner";"1981";"Personer";32298
"013 13 år";"2 Kvinner";"1982";"Personer";32778
"013 13 år";"2 Kvinner";"1983";"Personer";33090
"013 13 år";"2 Kvinner";"1984";"Personer";31632
"013 13 år";"2 Kvinner";"1985";"Personer";32211
"013 13 år";"2 Kvinner";"1986";"Personer";31586
"013 13 år";"2 Kvinner";"1987";"Personer";30042
"013 13 år";"2 Kvinner";"1988";"Personer";29775
"013 13 år";"2 Kvinner";"1989";"Personer";27951
"013 13 år";"2 Kvinner";"1990";"Personer";26485
"013 13 år";"2 Kvinner";"1991";"Personer";25293
"013 13 år";"2 Kvinner";"1992";"Personer";25647
"013 13 år";"2 Kvinner";"1993";"Personer";25661
"013 13 år";"2 Kvinner";"1994";"Personer";25506
"013 13 år";"2 Kvinner";"1995";"Personer";25761
"013 13 år";"2 Kvinner";"1996";"Personer";25610
"013 13 år";"2 Kvinner";"1997";"Personer";24991
"013 13 år";"2 Kvinner";"1998";"Personer";25420
"013 13 år";"2 Kvinner";"1999";"Personer";25749
"013 13 år";"2 Kvinner";"2000";"Personer";26434
"013 13 år";"2 Kvinner";"2001";"Personer";27484
"013 13 år";"2 Kvinner";"2002";"Personer";28885
"013 13 år";"2 Kvinner";"2003";"Personer";29809
"013 13 år";"2 Kvinner";"2004";"Personer";30829
"013 13 år";"2 Kvinner";"2005";"Personer";30791
"013 13 år";"2 Kvinner";"2006";"Personer";30374
"013 13 år";"2 Kvinner";"2007";"Personer";30423
"013 13 år";"2 Kvinner";"2008";"Personer";30545
"013 13 år";"2 Kvinner";"2009";"Personer";30804
"013 13 år";"2 Kvinner";"2010";"Personer";31338
"013 13 år";"2 Kvinner";"2011";"Personer";30897
"013 13 år";"2 Kvinner";"2012";"Personer";30397
"013 13 år";"2 Kvinner";"2013";"Personer";30756
"013 13 år";"2 Kvinner";"2014";"Personer";30933
"013 13 år";"2 Kvinner";"2015";"Personer";29964
"013 13 år";"2 Kvinner";"2016";"Personer";29656
"013 13 år";"2 Kvinner";"2017";"Personer";30325
"013 13 år";"2 Kvinner";"2018";"Personer";30677
"014 14 år";"0 Begge kjønn";"1846";"Personer";26207
"014 14 år";"0 Begge kjønn";"1847";"Personer";26021
"014 14 år";"0 Begge kjønn";"1848";"Personer";27025
"014 14 år";"0 Begge kjønn";"1849";"Personer";28383
"014 14 år";"0 Begge kjønn";"1850";"Personer";29584
"014 14 år";"0 Begge kjønn";"1851";"Personer";27115
"014 14 år";"0 Begge kjønn";"1852";"Personer";26612
"014 14 år";"0 Begge kjønn";"1853";"Personer";25845
"014 14 år";"0 Begge kjønn";"1854";"Personer";24873
"014 14 år";"0 Begge kjønn";"1855";"Personer";25988
"014 14 år";"0 Begge kjønn";"1856";"Personer";27950
"014 14 år";"0 Begge kjønn";"1857";"Personer";29363
"014 14 år";"0 Begge kjønn";"1858";"Personer";29240
"014 14 år";"0 Begge kjønn";"1859";"Personer";29470
"014 14 år";"0 Begge kjønn";"1860";"Personer";31426
"014 14 år";"0 Begge kjønn";"1861";"Personer";32187
"014 14 år";"0 Begge kjønn";"1862";"Personer";32510
"014 14 år";"0 Begge kjønn";"1863";"Personer";31662
"014 14 år";"0 Begge kjønn";"1864";"Personer";34205
"014 14 år";"0 Begge kjønn";"1865";"Personer";33072
"014 14 år";"0 Begge kjønn";"1866";"Personer";34194
